"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,0,1,1,1,1
"2",2,0,1,1,1,1
"3",3,1,1,1,1,1
"4",4,1,0,0,0,0
"5",5,1,0,1,0,0
"6",6,0,1,1,1,1
"7",7,0,1,1,1,1
"8",8,1,0,0,0,0
"9",9,0,1,1,1,1
"10",10,0,1,1,1,1
"11",11,0,1,1,1,1
"12",12,1,1,0,1,0
"13",13,1,1,1,1,1
"14",14,1,1,0,1,1
"15",15,0,1,0,1,1
"16",16,0,1,1,1,1
"17",17,0,1,0,1,1
"18",18,1,1,1,1,1
"19",19,1,1,1,1,1
"20",20,0,1,1,1,0
"21",21,0,1,1,0,1
"22",22,1,0,0,1,0
"23",23,0,1,0,1,1
"24",24,0,1,1,1,1
"25",25,1,1,1,1,0
"26",26,1,0,0,0,0
"27",27,1,1,1,1,1
"28",28,1,1,0,1,1
"29",29,0,0,0,0,0
"30",30,0,1,0,1,1
"31",31,0,1,1,0,1
"32",32,0,1,0,1,1
"33",33,1,1,1,0,1
"34",34,0,1,0,1,0
"35",35,1,1,0,1,1
"36",36,0,1,1,1,1
"37",37,1,0,0,0,0
"38",38,1,1,1,1,1
"39",39,1,1,1,1,1
"40",40,1,0,0,0,0
"41",41,0,1,1,1,1
"42",42,0,0,0,0,0
"43",43,1,1,1,1,1
"44",44,0,1,1,1,1
"45",45,0,1,1,0,0
"46",46,0,1,1,1,1
"47",47,0,1,1,1,0
"48",48,0,1,1,1,1
"49",49,0,1,1,1,1
"50",50,1,1,1,1,1
"51",51,1,1,1,1,1
"52",52,1,1,1,1,1
"53",53,0,1,1,1,1
"54",54,0,1,1,1,1
"55",55,1,1,1,1,1
"56",56,0,1,1,1,1
"57",57,0,1,0,0,1
"58",58,1,1,1,1,1
"59",59,1,1,0,0,1
"60",60,0,0,0,0,0
"61",61,1,1,1,1,0
"62",62,1,1,1,1,1
"63",63,1,1,1,1,1
"64",64,1,0,0,0,0
"65",65,0,1,1,1,1
"66",66,0,1,1,1,1
"67",67,1,0,0,0,0
"68",68,0,1,1,1,1
"69",69,0,1,1,1,1
"70",70,0,0,0,0,0
"71",71,0,1,1,1,1
"72",72,0,0,0,0,1
"73",73,1,0,0,0,0
"74",74,1,0,0,0,0
"75",75,0,0,0,0,0
"76",76,0,1,1,1,0
"77",77,0,1,1,1,0
"78",78,1,0,0,0,0
"79",79,0,1,1,1,1
"80",80,0,1,1,1,1
"81",81,1,1,1,1,1
"82",82,1,1,1,1,1
"83",83,1,0,0,1,0
"84",84,0,1,1,1,1
"85",85,0,1,1,1,1
"86",86,0,1,1,1,0
"87",87,1,1,0,1,1
"88",88,0,1,0,1,0
"89",89,0,0,0,0,0
"90",90,0,1,1,1,1
"91",91,0,0,0,0,0
"92",92,0,1,1,1,1
"93",93,1,1,1,1,1
"94",94,1,0,0,0,0
"95",95,0,1,1,1,0
"96",96,0,1,1,1,1
"97",97,0,1,0,1,1
"98",98,0,0,0,0,0
"99",99,0,1,1,0,1
"100",100,1,1,1,1,1
"101",101,0,1,1,1,1
"102",102,1,1,1,1,1
"103",103,0,1,0,0,1
"104",104,0,1,0,1,1
"105",105,0,1,1,1,1
"106",106,0,1,1,1,1
"107",107,1,1,1,1,1
"108",108,0,1,1,1,1
"109",109,0,1,1,1,1
"110",110,0,1,1,1,1
"111",111,1,1,1,1,1
"112",112,1,0,0,0,0
"113",113,1,1,1,1,1
"114",114,0,1,1,1,1
"115",115,1,0,0,0,0
"116",116,0,1,1,1,1
"117",117,0,1,1,1,1
"118",118,1,1,1,1,1
"119",119,1,0,0,0,0
"120",120,1,1,1,1,1
"121",121,0,1,1,1,1
"122",122,1,0,1,0,0
"123",123,1,1,1,1,1
"124",124,1,1,1,1,1
"125",125,1,1,1,1,1
"126",126,0,1,1,1,1
"127",127,1,1,1,0,0
"128",128,0,1,1,1,1
"129",129,0,1,1,1,1
"130",130,1,0,0,0,0
"131",131,0,0,0,0,0
"132",132,1,1,1,1,1
"133",133,1,1,1,1,1
"134",134,0,0,0,0,0
"135",135,1,0,0,0,0
"136",136,0,1,0,1,1
"137",137,0,1,0,1,0
"138",138,0,1,1,0,1
"139",139,0,1,1,1,1
"140",140,0,1,1,1,1
"141",141,1,0,1,0,0
"142",142,1,1,0,1,1
"143",143,1,1,1,1,1
"144",144,1,1,1,1,1
"145",145,0,1,1,1,1
"146",146,1,0,0,0,0
"147",147,0,1,1,1,1
"148",148,1,1,1,1,1
"149",149,0,1,1,1,1
"150",150,0,1,1,0,0
"151",151,1,1,1,1,1
"152",152,1,1,1,1,1
"153",153,0,1,1,1,1
"154",154,1,1,0,1,1
"155",155,1,1,1,0,1
"156",156,0,1,1,1,0
"157",157,1,0,0,0,0
"158",158,0,1,0,1,1
"159",159,1,1,1,1,1
"160",160,1,1,1,1,1
"161",161,1,1,1,1,1
"162",162,0,1,1,1,1
"163",163,0,1,1,1,1
"164",164,1,0,0,0,0
"165",165,0,0,0,1,1
"166",166,0,1,0,1,1
"167",167,0,1,1,1,0
"168",168,0,1,1,1,0
"169",169,0,1,1,1,1
"170",170,0,1,1,0,1
"171",171,1,1,1,1,1
"172",172,0,1,0,1,1
"173",173,0,1,1,1,1
"174",174,0,1,0,1,1
"175",175,0,0,0,0,0
"176",176,1,0,0,0,0
"177",177,1,0,0,0,0
"178",178,0,1,1,1,1
"179",179,0,1,1,1,1
"180",180,0,1,1,1,1
"181",181,0,1,1,1,1
"182",182,0,1,1,0,1
"183",183,1,0,0,0,0
"184",184,1,1,0,1,1
"185",185,0,0,0,0,0
"186",186,0,1,1,1,1
"187",187,0,0,0,0,0
"188",188,1,1,1,0,1
"189",189,1,1,1,1,1
"190",190,0,1,1,1,0
"191",191,1,1,1,1,1
"192",192,1,1,0,1,1
"193",193,0,1,1,1,1
"194",194,0,1,0,1,1
"195",195,0,1,1,1,1
"196",196,0,0,1,0,0
"197",197,1,1,1,1,1
"198",198,0,1,1,1,0
"199",199,0,1,1,1,1
"200",200,0,1,1,1,1
"201",201,0,1,1,1,1
"202",202,1,1,1,1,1
"203",203,0,1,1,1,1
"204",204,1,1,1,1,1
"205",205,0,1,1,1,1
"206",206,1,1,1,1,1
"207",207,0,1,1,1,1
"208",208,0,1,1,1,1
"209",209,0,0,0,0,0
"210",210,0,1,1,1,1
"211",211,1,1,1,1,1
"212",212,0,1,1,1,1
"213",213,1,1,1,1,1
"214",214,0,1,1,1,0
"215",215,1,1,1,1,1
"216",216,0,1,1,1,0
"217",217,1,1,1,1,1
"218",218,0,1,1,1,0
"219",219,1,1,1,1,1
"220",220,1,1,1,1,1
"221",221,0,1,0,1,1
"222",222,0,1,0,1,0
"223",223,1,1,1,1,1
"224",224,0,1,1,1,1
"225",225,1,0,1,0,0
"226",226,0,1,0,1,1
"227",227,1,1,1,1,1
"228",228,1,1,1,1,1
"229",229,1,0,0,1,0
"230",230,1,0,0,0,0
"231",231,1,1,1,1,1
"232",232,1,1,1,1,1
"233",233,1,1,1,1,1
"234",234,1,1,1,1,1
"235",235,1,1,1,1,1
"236",236,1,1,1,1,1
"237",237,1,1,0,1,1
"238",238,0,1,0,1,1
