"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,0,1,1,1,1
"2",2,0,0,0,0,1
"3",3,0,1,0,1,1
"4",4,0,1,1,1,1
"5",5,1,0,0,0,0
"6",6,1,1,1,1,1
"7",7,1,1,0,1,1
"8",8,1,1,1,0,1
"9",9,1,1,0,1,1
"10",10,1,1,1,0,1
"11",11,0,1,1,1,1
"12",12,1,0,0,0,0
"13",13,0,1,1,1,1
"14",14,0,1,1,1,1
"15",15,0,1,1,1,0
"16",16,0,1,1,0,1
"17",17,0,1,1,1,0
"18",18,0,1,1,1,1
"19",19,0,1,1,0,1
"20",20,1,1,0,0,1
"21",21,1,1,0,1,1
"22",22,0,1,1,1,1
"23",23,0,1,0,1,1
"24",24,0,1,1,1,0
"25",25,0,1,1,1,1
"26",26,1,1,1,1,1
"27",27,0,1,1,1,1
"28",28,0,0,0,0,0
"29",29,1,1,1,1,1
"30",30,0,1,1,1,1
"31",31,0,1,1,1,1
"32",32,0,0,0,0,0
"33",33,1,1,0,1,1
"34",34,0,1,1,1,1
"35",35,0,1,1,1,0
"36",36,1,1,1,1,0
"37",37,0,1,1,1,1
"38",38,1,1,0,1,0
"39",39,0,0,0,0,0
"40",40,1,1,1,0,1
"41",41,1,1,0,1,1
"42",42,1,0,0,0,0
"43",43,1,1,1,1,1
"44",44,0,1,1,1,1
"45",45,0,1,1,1,0
"46",46,0,1,1,1,1
"47",47,1,1,1,1,1
"48",48,1,1,1,0,1
"49",49,1,1,1,1,1
"50",50,0,1,0,0,1
"51",51,0,1,1,1,1
"52",52,0,1,0,1,1
"53",53,1,1,1,0,1
"54",54,1,1,0,1,1
"55",55,0,1,1,0,1
"56",56,0,1,0,1,1
"57",57,0,1,1,1,1
"58",58,0,1,1,1,1
"59",59,0,1,1,1,1
"60",60,1,1,1,1,1
"61",61,1,1,1,1,1
"62",62,1,1,1,1,1
"63",63,1,1,1,1,1
"64",64,0,1,1,1,1
"65",65,0,1,1,1,1
"66",66,1,1,1,1,1
"67",67,1,0,0,0,0
"68",68,0,1,1,1,1
"69",69,0,1,1,1,0
"70",70,1,0,0,1,0
"71",71,1,1,1,1,1
"72",72,0,1,0,1,1
"73",73,1,1,1,1,1
"74",74,0,1,1,1,1
"75",75,0,1,1,1,1
"76",76,0,1,1,1,1
"77",77,1,1,1,0,1
"78",78,0,1,0,1,0
"79",79,0,1,1,1,1
"80",80,0,1,0,1,1
"81",81,0,1,1,1,1
"82",82,0,0,0,0,0
"83",83,0,1,1,1,1
"84",84,1,1,1,1,1
"85",85,0,1,1,1,1
"86",86,0,1,1,1,1
"87",87,0,1,1,1,1
"88",88,1,0,0,0,0
"89",89,1,1,1,1,1
"90",90,1,1,1,1,0
"91",91,0,1,1,1,1
"92",92,1,0,0,0,0
"93",93,1,1,1,1,1
"94",94,1,1,1,1,1
"95",95,1,1,0,1,1
"96",96,0,1,1,1,1
"97",97,0,1,0,1,0
"98",98,1,0,1,0,0
"99",99,1,1,1,1,1
"100",100,0,1,1,0,1
"101",101,1,1,1,1,1
"102",102,1,1,1,1,1
"103",103,0,1,1,1,0
"104",104,1,0,0,0,0
"105",105,0,1,1,1,0
"106",106,1,1,1,0,1
"107",107,0,1,1,1,1
"108",108,1,1,0,1,1
"109",109,1,1,1,0,1
"110",110,1,0,1,0,0
"111",111,0,1,1,1,0
"112",112,1,1,1,1,1
"113",113,1,1,1,0,1
"114",114,0,0,0,0,1
"115",115,1,1,1,1,1
"116",116,1,0,0,0,0
"117",117,0,1,1,1,1
"118",118,0,0,0,1,0
"119",119,0,1,1,1,1
"120",120,0,1,1,1,1
"121",121,1,1,1,1,1
"122",122,1,1,1,1,1
"123",123,0,1,1,1,1
"124",124,1,1,1,0,1
"125",125,1,1,1,0,0
"126",126,0,1,1,1,1
"127",127,1,1,0,1,1
"128",128,1,1,1,0,1
"129",129,1,1,0,1,1
"130",130,1,1,1,1,1
"131",131,1,1,0,1,1
"132",132,1,1,1,1,1
"133",133,0,1,0,1,1
"134",134,0,1,1,1,1
"135",135,1,1,1,1,1
"136",136,0,1,1,1,1
"137",137,0,1,0,1,1
"138",138,1,0,0,0,0
"139",139,1,1,1,1,1
"140",140,0,1,1,1,1
"141",141,1,1,0,1,1
"142",142,1,1,1,1,1
"143",143,0,1,1,1,1
"144",144,0,1,1,1,1
"145",145,1,0,0,0,0
"146",146,0,1,1,1,1
"147",147,1,0,0,0,0
"148",148,0,0,1,0,0
"149",149,1,1,1,1,1
"150",150,1,0,0,0,0
"151",151,1,1,0,1,1
"152",152,1,0,0,0,0
"153",153,1,1,1,1,1
"154",154,0,1,1,1,1
"155",155,1,0,0,1,0
