"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,1,1,1,1,1
"2",2,0,1,1,1,1
"3",3,0,1,1,1,1
"4",4,1,0,0,0,0
"5",5,1,1,1,1,1
"6",6,1,1,1,1,1
"7",7,1,1,1,1,1
"8",8,0,1,1,1,1
"9",9,0,1,1,1,1
"10",10,0,0,0,0,0
"11",11,0,1,0,1,1
"12",12,1,1,1,1,1
"13",13,0,1,1,1,0
"14",14,0,1,0,1,1
"15",15,0,1,1,1,1
"16",16,1,1,1,0,1
"17",17,1,1,0,1,1
"18",18,0,1,1,1,1
"19",19,0,1,1,1,1
"20",20,1,0,0,0,0
"21",21,0,1,1,1,1
"22",22,1,1,1,1,1
"23",23,1,1,1,1,1
"24",24,0,1,1,1,1
"25",25,1,0,0,0,0
"26",26,1,0,0,1,0
"27",27,0,1,1,1,1
"28",28,1,0,0,1,0
"29",29,1,1,0,0,1
"30",30,1,1,1,1,1
"31",31,1,1,1,1,1
"32",32,0,1,1,1,1
"33",33,1,1,0,1,1
"34",34,1,1,1,0,1
"35",35,1,1,1,1,1
"36",36,0,0,0,0,0
"37",37,1,1,1,1,1
"38",38,1,1,1,1,1
"39",39,1,1,0,1,1
"40",40,0,1,0,1,1
"41",41,1,1,1,1,1
"42",42,1,0,0,0,0
"43",43,1,1,1,1,1
"44",44,0,1,1,1,0
"45",45,0,1,1,1,1
"46",46,1,1,1,1,1
"47",47,1,0,0,1,0
"48",48,1,1,1,1,1
"49",49,0,1,1,1,1
"50",50,0,1,0,1,1
"51",51,1,1,0,1,1
"52",52,1,1,1,1,1
"53",53,1,1,1,0,1
"54",54,1,1,1,1,1
"55",55,0,1,1,1,1
"56",56,1,1,1,1,1
"57",57,1,0,0,0,0
"58",58,0,1,1,1,1
"59",59,0,1,1,1,1
"60",60,1,1,1,1,1
"61",61,1,1,1,1,1
"62",62,1,1,1,1,1
"63",63,0,1,1,1,1
"64",64,0,1,0,0,1
"65",65,1,1,1,0,1
"66",66,0,1,1,0,1
"67",67,1,1,1,1,1
"68",68,1,1,1,1,1
"69",69,1,1,0,1,1
"70",70,1,1,1,1,1
"71",71,1,0,0,0,0
"72",72,1,0,0,0,0
"73",73,1,0,0,1,0
"74",74,0,1,1,0,1
"75",75,0,1,1,0,1
"76",76,0,1,1,1,1
"77",77,1,1,0,1,1
"78",78,1,1,1,1,1
"79",79,1,0,0,0,0
"80",80,0,1,1,1,1
"81",81,0,1,1,1,1
"82",82,0,0,0,0,0
"83",83,1,0,0,1,0
"84",84,0,1,1,1,1
"85",85,1,1,1,1,1
"86",86,0,1,1,1,1
"87",87,0,1,1,1,0
"88",88,0,1,1,1,1
"89",89,0,1,0,1,1
"90",90,1,1,0,1,1
"91",91,1,0,0,0,0
"92",92,1,0,0,0,0
"93",93,0,1,1,1,1
"94",94,0,1,1,1,1
"95",95,0,1,1,0,1
"96",96,1,0,0,1,0
"97",97,0,1,1,1,0
"98",98,0,1,1,1,1
"99",99,1,0,0,0,0
"100",100,1,1,1,1,1
"101",101,0,1,1,1,0
"102",102,0,1,1,1,1
"103",103,1,1,1,1,1
"104",104,0,1,1,1,1
"105",105,1,1,1,1,1
"106",106,1,0,0,0,0
"107",107,0,1,1,1,1
"108",108,1,1,1,1,1
"109",109,1,0,0,0,0
"110",110,0,1,1,0,1
"111",111,1,1,1,1,1
"112",112,1,0,0,0,0
"113",113,0,1,1,1,1
"114",114,1,1,1,0,1
"115",115,1,0,0,0,0
"116",116,0,1,1,1,1
"117",117,0,0,0,0,0
"118",118,1,1,1,1,1
"119",119,0,1,1,1,1
"120",120,1,1,0,1,1
"121",121,1,1,1,1,1
