"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,1,1,1,1,1
"2",2,1,1,1,1,1
"3",3,0,1,1,1,1
"4",4,1,0,0,1,0
"5",5,1,1,1,1,1
"6",6,0,1,1,1,1
"7",7,0,1,0,1,1
"8",8,1,1,1,1,1
"9",9,1,1,1,1,1
"10",10,0,1,1,1,1
"11",11,1,1,1,0,1
"12",12,0,1,1,1,1
"13",13,0,1,0,0,1
"14",14,1,1,1,1,1
"15",15,1,1,0,1,1
"16",16,0,1,0,0,0
"17",17,0,1,1,1,0
"18",18,0,1,1,1,0
"19",19,0,1,0,1,1
"20",20,1,1,1,1,1
"21",21,1,1,1,1,1
"22",22,1,1,1,1,1
"23",23,1,0,0,0,0
"24",24,0,1,1,1,0
"25",25,0,1,0,0,1
"26",26,0,1,1,1,1
"27",27,0,1,0,1,1
"28",28,1,0,0,0,0
"29",29,0,1,0,1,1
"30",30,1,1,1,1,1
"31",31,0,1,1,1,0
"32",32,0,1,0,1,1
"33",33,1,1,0,1,1
"34",34,0,1,0,1,1
"35",35,0,0,0,1,0
"36",36,0,1,1,1,1
"37",37,1,1,0,1,1
"38",38,0,1,1,1,1
"39",39,1,1,1,1,1
"40",40,0,1,1,1,1
"41",41,1,0,0,0,0
"42",42,1,1,1,1,1
"43",43,0,0,0,0,0
"44",44,1,1,1,1,1
"45",45,0,1,1,0,0
"46",46,0,1,1,1,1
"47",47,0,1,1,1,1
"48",48,0,1,1,1,1
"49",49,0,1,1,1,0
"50",50,1,1,1,1,1
"51",51,0,1,1,1,1
"52",52,1,1,1,1,1
"53",53,0,1,1,1,0
"54",54,1,1,1,1,1
"55",55,0,0,0,0,0
"56",56,0,1,0,1,1
"57",57,0,1,1,1,1
"58",58,1,1,1,1,1
"59",59,0,1,1,1,1
"60",60,0,1,1,1,1
"61",61,1,0,0,0,0
"62",62,1,1,1,1,1
"63",63,0,1,1,1,0
"64",64,0,1,0,0,1
"65",65,1,1,1,1,1
"66",66,0,1,1,1,1
"67",67,0,1,1,1,1
"68",68,1,0,0,0,0
"69",69,0,1,1,1,1
"70",70,0,0,0,0,0
"71",71,1,0,0,1,0
"72",72,1,1,0,1,1
"73",73,0,0,0,1,0
"74",74,0,1,1,1,1
"75",75,0,1,1,0,1
"76",76,0,1,1,0,0
"77",77,1,1,1,1,0
"78",78,0,1,1,0,0
"79",79,0,1,1,1,1
"80",80,0,1,1,1,1
"81",81,1,0,0,1,0
"82",82,1,1,1,1,1
"83",83,1,1,1,1,1
"84",84,1,1,1,1,1
"85",85,0,1,1,1,1
"86",86,0,0,1,0,0
"87",87,1,1,1,1,1
"88",88,0,1,1,1,1
"89",89,0,1,1,1,1
"90",90,1,0,0,1,0
"91",91,1,0,0,1,0
"92",92,0,1,0,1,1
"93",93,1,1,1,1,1
"94",94,1,1,1,1,1
"95",95,1,1,1,1,1
"96",96,1,1,1,1,1
"97",97,1,1,1,1,1
"98",98,1,1,1,1,1
"99",99,1,0,0,0,0
"100",100,1,1,1,1,1
"101",101,1,1,1,1,1
"102",102,1,0,0,0,0
"103",103,1,1,1,1,1
"104",104,0,1,1,0,1
"105",105,1,1,1,1,1
"106",106,0,1,1,1,1
"107",107,1,1,1,0,1
"108",108,0,1,1,1,1
"109",109,0,1,1,1,1
"110",110,0,1,1,1,1
"111",111,1,0,0,0,0
"112",112,0,0,0,0,0
"113",113,1,0,0,0,0
"114",114,1,1,1,1,1
"115",115,0,1,1,1,1
"116",116,0,1,1,1,1
"117",117,0,1,1,1,1
"118",118,1,1,1,1,1
"119",119,1,1,1,1,1
"120",120,1,1,1,0,1
"121",121,1,0,0,0,0
"122",122,1,0,0,0,0
"123",123,0,1,1,1,1
"124",124,1,1,1,1,1
"125",125,0,1,1,1,1
"126",126,0,0,0,0,0
"127",127,0,0,0,0,0
"128",128,1,1,1,1,1
"129",129,1,1,1,1,1
"130",130,0,1,1,1,0
"131",131,1,1,1,1,1
"132",132,1,1,1,1,1
"133",133,0,1,1,1,1
"134",134,1,1,1,1,1
"135",135,1,0,0,0,0
"136",136,1,1,1,1,1
"137",137,1,1,1,1,1
"138",138,0,1,1,1,0
"139",139,1,1,1,1,1
"140",140,0,1,1,1,1
"141",141,1,0,0,1,0
"142",142,1,1,1,1,1
"143",143,0,1,1,1,1
"144",144,0,1,1,1,1
"145",145,0,0,1,0,0
"146",146,0,1,1,1,0
"147",147,0,1,1,1,1
"148",148,1,0,0,0,0
"149",149,1,1,1,1,1
"150",150,1,1,0,1,1
"151",151,0,1,1,1,1
"152",152,0,1,1,1,1
"153",153,1,0,0,0,0
"154",154,1,1,1,1,1
"155",155,1,0,0,0,0
"156",156,0,1,1,1,1
"157",157,1,0,0,0,0
"158",158,0,1,0,1,1
"159",159,0,1,1,0,0
"160",160,0,1,0,1,1
"161",161,1,1,1,1,1
"162",162,1,1,1,1,1
"163",163,1,1,1,1,0
"164",164,1,1,1,1,1
"165",165,0,1,1,1,1
"166",166,1,1,1,1,1
"167",167,0,1,1,1,1
"168",168,0,1,0,1,1
"169",169,0,1,1,1,1
"170",170,1,0,0,0,0
"171",171,0,1,1,1,1
"172",172,0,0,0,0,0
"173",173,1,1,0,1,1
"174",174,0,1,1,1,1
"175",175,1,1,0,1,1
"176",176,1,1,0,1,1
"177",177,0,1,0,1,1
"178",178,1,0,0,0,0
"179",179,1,1,1,1,1
"180",180,1,0,0,0,0
"181",181,0,1,1,1,1
"182",182,1,1,1,1,0
"183",183,1,1,1,1,1
"184",184,1,1,1,1,1
"185",185,1,0,0,0,0
"186",186,1,0,0,0,0
"187",187,0,1,1,1,1
"188",188,0,1,1,0,1
"189",189,0,1,0,1,1
"190",190,0,1,1,1,1
"191",191,1,0,0,0,0
"192",192,1,0,0,0,0
"193",193,1,0,0,0,0
"194",194,0,1,1,1,1
"195",195,0,1,1,1,1
"196",196,0,1,1,1,1
"197",197,0,1,1,0,1
"198",198,1,1,0,1,1
"199",199,1,1,1,1,1
"200",200,0,0,0,0,0
"201",201,0,1,1,1,1
"202",202,1,0,0,0,1
"203",203,1,1,1,1,0
"204",204,0,1,1,0,1
"205",205,0,1,1,1,1
"206",206,1,0,0,0,0
"207",207,0,1,1,1,1
"208",208,0,1,1,1,1
"209",209,1,1,1,0,1
"210",210,1,1,1,1,1
"211",211,0,1,0,1,1
"212",212,1,1,1,1,1
"213",213,1,1,1,1,1
"214",214,1,0,0,0,0
"215",215,1,1,0,1,1
"216",216,1,1,1,0,1
"217",217,1,1,0,1,1
"218",218,0,1,0,1,1
"219",219,0,1,0,1,1
"220",220,0,1,1,1,0
"221",221,1,1,1,1,1
"222",222,1,1,1,1,1
"223",223,0,1,0,1,1
"224",224,1,0,1,1,0
"225",225,1,1,1,1,1
"226",226,1,1,1,1,1
"227",227,0,1,1,1,1
"228",228,1,0,0,0,0
"229",229,0,1,1,1,0
"230",230,1,1,0,1,1
"231",231,0,1,0,1,1
"232",232,0,1,1,0,0
"233",233,0,1,1,1,1
"234",234,0,1,1,1,1
"235",235,0,1,1,1,1
"236",236,1,1,0,1,1
"237",237,0,1,1,1,1
"238",238,1,1,0,1,1
"239",239,1,0,0,0,0
"240",240,1,1,0,1,1
"241",241,1,1,0,0,1
"242",242,0,1,0,1,0
"243",243,0,1,1,0,1
"244",244,0,1,1,1,1
"245",245,0,1,1,1,1
"246",246,0,1,0,1,1
"247",247,1,1,1,0,1
"248",248,1,1,1,1,1
"249",249,0,1,1,1,1
"250",250,0,1,1,1,1
"251",251,0,1,1,1,1
"252",252,0,1,1,1,1
"253",253,0,1,1,1,0
"254",254,0,1,1,0,1
"255",255,0,1,1,1,1
"256",256,1,1,1,1,1
"257",257,0,1,1,1,1
"258",258,1,1,1,1,1
"259",259,1,1,0,1,1
"260",260,0,1,1,1,1
"261",261,0,1,1,1,1
"262",262,1,1,1,1,1
"263",263,1,1,1,0,1
"264",264,0,1,1,1,1
"265",265,1,1,0,1,1
"266",266,0,1,1,1,1
"267",267,0,1,1,1,1
"268",268,0,1,1,1,1
"269",269,1,0,0,0,0
"270",270,1,1,1,1,1
"271",271,0,0,1,0,0
"272",272,1,0,0,0,0
"273",273,1,1,1,1,1
"274",274,0,1,0,1,1
"275",275,1,1,1,1,1
"276",276,0,1,1,1,1
"277",277,0,1,1,1,1
"278",278,1,1,1,1,0
"279",279,0,1,0,1,0
"280",280,1,1,1,1,1
"281",281,0,1,1,1,1
"282",282,0,1,0,1,1
"283",283,0,0,0,0,0
"284",284,1,1,1,1,1
"285",285,0,1,0,1,1
"286",286,1,1,1,1,1
"287",287,1,1,0,0,1
"288",288,0,1,1,1,1
"289",289,1,0,0,1,0
"290",290,0,1,0,1,1
"291",291,0,1,1,0,1
"292",292,0,1,1,1,1
"293",293,0,0,0,1,0
"294",294,0,1,1,1,1
"295",295,1,1,0,1,1
"296",296,1,1,0,1,1
"297",297,0,1,1,1,0
"298",298,0,1,1,1,1
"299",299,1,1,1,1,1
"300",300,0,1,1,1,1
"301",301,0,1,0,1,1
"302",302,1,0,0,0,0
"303",303,0,1,0,1,1
"304",304,1,0,0,0,0
"305",305,1,1,0,1,1
"306",306,0,0,0,0,0
"307",307,1,1,0,0,1
"308",308,0,1,1,1,1
"309",309,0,1,1,1,1
"310",310,1,1,1,1,1
"311",311,0,1,1,1,1
"312",312,0,1,1,1,1
"313",313,1,1,0,1,1
"314",314,1,1,0,0,1
"315",315,1,0,0,1,0
"316",316,1,0,0,0,0
"317",317,1,1,1,1,1
"318",318,1,1,1,1,1
"319",319,0,1,1,1,0
"320",320,0,1,1,1,1
"321",321,0,1,1,1,1
"322",322,0,1,1,1,0
"323",323,0,1,1,1,1
"324",324,0,1,1,1,1
"325",325,0,1,0,1,1
"326",326,0,1,0,1,1
"327",327,0,0,0,0,0
"328",328,0,1,1,1,1
"329",329,0,1,1,1,1
"330",330,1,0,0,0,0
"331",331,1,1,1,1,1
"332",332,0,1,1,1,1
"333",333,0,1,1,1,0
"334",334,0,1,1,1,1
"335",335,1,1,1,1,1
"336",336,0,1,1,1,1
"337",337,1,0,1,0,0
"338",338,0,1,1,1,1
"339",339,1,1,1,1,1
"340",340,1,1,1,1,1
"341",341,0,1,1,1,1
"342",342,1,1,1,1,1
"343",343,1,0,0,1,0
"344",344,1,0,0,0,0
"345",345,0,0,0,0,0
"346",346,1,1,1,1,1
"347",347,0,1,1,0,0
"348",348,1,1,1,1,1
"349",349,0,1,1,1,0
"350",350,1,1,1,1,0
"351",351,1,1,0,1,0
"352",352,1,1,1,1,1
"353",353,1,1,1,1,1
"354",354,0,1,1,1,1
"355",355,1,1,1,0,1
"356",356,0,1,1,1,1
"357",357,0,1,1,0,1
"358",358,1,1,1,1,1
"359",359,0,1,1,1,1
"360",360,0,1,0,1,1
"361",361,0,1,1,1,1
"362",362,1,1,1,1,1
"363",363,0,1,1,1,1
"364",364,0,1,1,1,1
"365",365,1,1,1,1,1
"366",366,1,0,0,0,0
"367",367,1,0,0,0,0
"368",368,1,1,1,1,1
"369",369,1,1,1,1,1
