"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,0,1,1,1,0
"2",2,1,1,1,1,1
"3",3,0,1,0,1,1
"4",4,1,1,1,1,1
"5",5,0,1,1,1,0
"6",6,0,1,1,1,1
"7",7,1,1,1,1,1
"8",8,0,1,1,1,0
"9",9,0,0,0,0,0
"10",10,1,1,0,1,0
"11",11,1,1,0,0,1
"12",12,0,1,1,1,0
"13",13,1,1,1,0,1
"14",14,1,1,1,0,1
"15",15,1,1,1,1,1
"16",16,1,1,1,1,1
"17",17,1,1,0,1,1
"18",18,1,1,1,1,1
"19",19,0,1,0,1,0
"20",20,0,0,1,0,0
"21",21,1,0,0,0,0
"22",22,0,1,1,1,0
"23",23,0,1,0,1,0
"24",24,1,0,0,0,0
"25",25,1,1,1,1,1
"26",26,1,0,0,0,0
"27",27,1,1,0,1,1
"28",28,0,1,1,1,0
"29",29,0,1,1,1,1
"30",30,1,1,1,1,1
"31",31,0,1,1,1,0
"32",32,1,0,0,0,0
"33",33,1,1,1,1,1
"34",34,1,1,0,1,1
"35",35,0,1,1,1,1
"36",36,0,1,0,1,1
"37",37,0,1,0,0,1
"38",38,1,1,0,0,1
"39",39,1,1,1,1,1
"40",40,0,1,0,0,1
"41",41,1,0,0,1,0
"42",42,1,1,1,1,1
"43",43,0,1,1,1,1
"44",44,0,1,1,0,1
"45",45,0,1,1,1,1
"46",46,1,1,1,1,1
"47",47,1,1,1,1,1
"48",48,1,1,1,1,1
"49",49,0,1,1,1,0
"50",50,0,1,1,1,1
"51",51,1,1,1,1,1
"52",52,1,1,1,0,1
"53",53,1,0,0,0,0
"54",54,0,1,1,1,1
"55",55,1,1,1,1,1
"56",56,1,1,1,1,1
"57",57,0,1,1,1,1
"58",58,1,1,0,1,1
"59",59,0,0,0,0,0
"60",60,0,1,0,1,1
"61",61,1,0,0,0,0
"62",62,0,1,1,0,1
"63",63,1,1,1,1,1
"64",64,0,1,1,1,1
"65",65,0,1,1,0,1
"66",66,1,1,1,1,1
"67",67,1,0,0,0,0
"68",68,1,1,1,1,1
"69",69,0,1,1,1,1
"70",70,1,1,1,1,1
"71",71,1,0,0,0,0
"72",72,0,1,1,1,1
"73",73,1,1,1,1,1
"74",74,0,1,1,1,1
"75",75,0,1,1,1,1
"76",76,1,1,0,1,1
"77",77,0,0,0,0,0
"78",78,1,1,1,0,1
"79",79,0,1,1,0,0
"80",80,0,1,1,1,1
"81",81,0,1,1,1,1
"82",82,1,1,1,1,1
"83",83,0,1,1,1,1
"84",84,1,1,1,0,1
"85",85,1,0,0,1,0
"86",86,0,1,1,1,1
"87",87,1,1,0,1,1
"88",88,1,1,1,1,1
"89",89,1,1,0,1,1
"90",90,1,1,0,1,1
"91",91,0,1,1,1,1
"92",92,1,0,0,0,0
"93",93,0,1,1,1,1
"94",94,1,1,1,1,1
"95",95,0,1,1,1,1
"96",96,1,1,1,1,1
"97",97,1,0,0,0,0
"98",98,1,0,0,0,0
"99",99,0,1,1,1,0
"100",100,0,1,1,1,1
"101",101,1,0,0,0,0
"102",102,1,1,1,1,0
"103",103,1,1,0,1,1
"104",104,0,1,1,1,1
"105",105,1,0,0,0,0
"106",106,0,1,1,1,1
"107",107,1,1,1,0,1
"108",108,0,0,0,0,0
"109",109,0,1,1,1,0
"110",110,1,0,0,0,0
"111",111,1,0,0,0,0
"112",112,0,0,0,0,0
"113",113,0,1,1,1,1
"114",114,1,0,0,0,0
"115",115,0,1,1,1,0
"116",116,1,0,0,0,0
"117",117,0,1,1,1,1
"118",118,1,1,1,1,1
"119",119,0,1,1,1,1
"120",120,0,1,0,1,1
"121",121,0,1,1,0,1
"122",122,0,0,1,0,0
"123",123,1,1,1,1,1
"124",124,1,0,0,1,0
"125",125,1,0,0,0,0
"126",126,1,1,1,1,1
"127",127,0,1,1,1,1
"128",128,0,1,0,1,0
"129",129,1,1,1,1,1
"130",130,1,1,1,1,1
"131",131,1,1,1,1,1
"132",132,0,1,1,1,1
"133",133,1,0,0,0,0
"134",134,1,1,1,1,1
"135",135,1,0,0,0,0
"136",136,1,1,0,1,1
"137",137,0,0,0,0,0
"138",138,1,1,1,1,1
"139",139,1,1,1,1,1
"140",140,0,1,1,1,1
"141",141,1,1,1,1,1
"142",142,1,1,1,1,1
"143",143,1,1,1,1,1
"144",144,0,1,1,1,1
"145",145,1,0,0,0,0
"146",146,1,0,0,0,0
"147",147,1,1,1,1,1
"148",148,1,0,0,0,0
"149",149,0,1,1,1,1
"150",150,0,1,1,1,1
"151",151,1,1,1,1,1
"152",152,0,1,1,1,1
"153",153,0,0,0,0,0
"154",154,1,0,0,0,0
"155",155,1,1,0,1,1
"156",156,0,1,1,1,1
"157",157,1,1,1,1,1
"158",158,0,1,0,1,1
"159",159,1,1,1,1,1
"160",160,0,1,0,1,1
"161",161,0,1,1,1,1
"162",162,0,1,1,1,1
"163",163,1,1,1,1,1
"164",164,1,0,1,0,0
"165",165,0,1,0,1,1
"166",166,1,1,1,0,1
"167",167,1,1,1,1,1
"168",168,1,1,1,1,1
"169",169,0,0,1,0,0
"170",170,1,0,0,0,0
"171",171,1,0,0,0,0
"172",172,1,0,0,0,0
"173",173,0,1,1,1,0
"174",174,0,1,1,0,1
"175",175,0,1,1,0,1
"176",176,1,1,1,1,1
"177",177,1,1,1,1,1
"178",178,0,0,0,0,0
"179",179,1,1,1,1,1
"180",180,1,1,1,1,1
"181",181,0,1,1,1,1
"182",182,1,1,1,1,1
"183",183,0,1,0,1,1
"184",184,1,1,1,1,1
"185",185,0,1,1,1,1
"186",186,1,0,0,0,0
"187",187,1,1,0,1,1
"188",188,1,0,0,0,0
"189",189,1,1,1,1,1
"190",190,1,1,0,1,1
"191",191,0,1,1,1,1
"192",192,0,1,1,1,1
"193",193,0,1,0,1,1
"194",194,0,1,1,1,1
"195",195,1,0,0,0,0
"196",196,0,1,1,1,1
"197",197,0,1,0,0,1
"198",198,1,0,0,0,0
"199",199,1,0,0,0,0
"200",200,1,1,1,0,1
"201",201,1,0,0,0,0
"202",202,0,1,1,1,0
"203",203,0,1,0,1,1
"204",204,0,1,1,1,1
"205",205,0,1,1,1,1
"206",206,1,0,0,0,0
"207",207,1,1,1,1,1
"208",208,1,1,0,0,1
"209",209,1,0,0,0,0
"210",210,1,1,1,0,0
