"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,0,1,0,1,1
"2",2,1,1,0,1,1
"3",3,0,1,1,1,1
"4",4,0,0,0,0,0
"5",5,1,0,0,0,0
"6",6,1,1,1,1,1
"7",7,1,1,0,0,1
"8",8,1,0,0,0,0
"9",9,0,1,1,1,1
"10",10,1,1,1,1,1
"11",11,1,1,1,1,1
"12",12,1,1,1,0,1
"13",13,1,0,0,0,0
"14",14,0,1,1,1,0
"15",15,0,1,1,1,1
"16",16,0,1,1,1,1
"17",17,1,0,1,0,0
"18",18,1,1,1,1,0
"19",19,0,1,1,1,1
"20",20,0,1,1,1,1
"21",21,0,1,1,1,1
"22",22,1,0,0,0,0
"23",23,1,0,0,0,0
"24",24,0,1,1,1,1
"25",25,1,1,1,1,1
"26",26,0,1,1,0,1
"27",27,1,1,1,1,1
"28",28,1,1,1,1,1
"29",29,1,0,0,0,0
"30",30,1,1,1,1,1
"31",31,0,0,0,0,0
"32",32,1,1,0,1,1
"33",33,1,0,0,0,0
"34",34,0,1,1,1,1
"35",35,1,1,1,1,1
"36",36,0,1,1,1,1
"37",37,1,0,0,0,0
"38",38,0,1,1,1,1
"39",39,1,1,0,1,1
"40",40,1,1,1,1,1
"41",41,0,1,0,1,1
"42",42,1,1,1,1,1
"43",43,0,1,1,0,0
"44",44,0,1,1,1,1
"45",45,0,1,1,1,1
"46",46,1,1,1,1,1
"47",47,0,1,0,1,1
"48",48,0,1,1,1,1
"49",49,0,1,1,1,1
"50",50,0,1,1,1,0
"51",51,1,1,0,1,1
"52",52,1,0,0,0,0
"53",53,0,1,1,1,1
"54",54,1,0,1,0,0
"55",55,0,1,1,1,1
"56",56,0,1,0,1,1
"57",57,1,0,0,0,0
"58",58,1,0,0,0,0
"59",59,1,1,0,1,1
"60",60,0,1,0,1,1
"61",61,1,1,1,1,1
"62",62,1,1,1,1,1
"63",63,1,1,0,1,1
"64",64,1,0,0,0,0
"65",65,1,1,1,1,1
"66",66,0,1,1,1,1
"67",67,1,0,0,0,0
"68",68,0,1,1,1,1
"69",69,0,1,1,1,1
"70",70,0,1,1,1,1
"71",71,0,1,1,1,1
"72",72,0,1,1,1,1
"73",73,0,1,1,1,0
"74",74,1,1,1,1,1
"75",75,1,1,1,1,1
"76",76,1,1,1,1,1
"77",77,0,1,1,1,1
"78",78,0,1,1,1,1
"79",79,1,1,1,1,0
"80",80,0,1,0,1,1
"81",81,0,1,1,1,1
"82",82,0,1,1,1,1
"83",83,1,1,1,1,1
"84",84,1,1,1,1,1
"85",85,1,0,0,0,0
"86",86,1,1,1,1,1
"87",87,1,1,1,1,1
"88",88,1,0,0,0,0
"89",89,0,1,1,1,1
"90",90,0,1,1,1,1
"91",91,1,1,0,1,1
"92",92,1,0,0,0,0
"93",93,1,0,0,1,1
"94",94,1,1,1,1,1
"95",95,1,0,0,0,0
"96",96,0,0,0,0,0
"97",97,1,1,1,1,1
"98",98,0,1,1,1,1
"99",99,0,1,1,1,1
"100",100,1,1,1,1,0
"101",101,1,0,0,0,0
"102",102,1,1,1,1,1
"103",103,0,1,1,1,1
"104",104,1,1,1,1,1
"105",105,1,1,1,1,1
