"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,1,0,0,0,0
"2",2,0,1,0,1,1
"3",3,1,0,0,0,0
"4",4,0,1,1,1,0
"5",5,1,1,1,1,1
"6",6,0,1,1,1,1
"7",7,0,1,1,1,1
"8",8,0,1,1,1,1
"9",9,1,1,0,1,1
"10",10,1,1,1,1,1
"11",11,0,1,1,0,1
"12",12,1,1,0,1,1
"13",13,1,1,1,1,1
"14",14,0,1,1,1,1
"15",15,1,0,0,0,0
"16",16,1,1,1,1,1
"17",17,0,1,1,1,1
"18",18,1,1,0,1,1
"19",19,1,1,1,1,1
"20",20,1,0,0,0,0
"21",21,0,1,1,1,1
"22",22,0,1,1,1,0
"23",23,0,1,1,1,0
"24",24,1,1,0,1,1
"25",25,0,1,1,1,1
"26",26,1,1,1,1,1
"27",27,0,1,1,1,1
"28",28,1,1,1,1,0
"29",29,0,1,0,1,1
"30",30,0,1,1,1,1
"31",31,1,0,0,0,0
"32",32,0,1,1,1,0
"33",33,1,1,1,1,1
"34",34,0,1,0,1,1
"35",35,0,1,1,1,1
"36",36,0,1,1,1,1
"37",37,1,1,1,1,1
"38",38,0,1,0,1,1
"39",39,0,1,1,1,1
"40",40,0,1,1,1,1
"41",41,0,1,1,1,1
"42",42,1,0,0,0,0
"43",43,1,1,1,1,1
"44",44,1,1,1,1,1
"45",45,0,1,1,1,1
"46",46,0,0,1,0,0
"47",47,1,1,1,1,1
"48",48,0,1,0,1,1
"49",49,0,1,1,1,1
"50",50,0,1,0,1,1
"51",51,1,1,1,0,1
"52",52,1,1,1,1,1
"53",53,0,1,1,1,1
"54",54,0,1,1,1,1
"55",55,1,1,1,1,1
"56",56,1,1,1,1,1
"57",57,0,0,0,0,1
"58",58,1,1,1,1,1
"59",59,0,1,0,0,1
"60",60,0,1,1,1,1
"61",61,1,1,1,1,1
"62",62,1,1,1,1,1
"63",63,1,1,1,1,1
"64",64,1,1,0,1,1
"65",65,1,0,0,0,0
"66",66,1,1,1,0,1
"67",67,0,1,0,1,1
"68",68,0,1,1,1,1
"69",69,0,0,0,0,1
"70",70,1,1,1,1,1
"71",71,0,1,1,1,1
"72",72,0,1,1,1,1
"73",73,0,1,1,1,1
"74",74,1,0,0,1,0
"75",75,1,1,1,1,1
"76",76,0,1,1,1,1
"77",77,0,1,1,1,1
"78",78,0,1,1,1,1
"79",79,0,1,1,0,1
"80",80,0,1,1,1,1
"81",81,1,0,0,0,0
"82",82,1,1,1,1,1
"83",83,0,1,1,1,1
"84",84,1,1,1,1,1
"85",85,1,0,0,0,0
"86",86,1,0,0,0,0
"87",87,0,1,1,1,0
"88",88,1,1,0,1,1
"89",89,0,1,1,1,0
"90",90,0,1,1,1,1
"91",91,0,1,1,1,0
"92",92,1,1,1,1,1
"93",93,1,1,1,1,1
"94",94,0,0,0,0,0
"95",95,0,1,1,1,0
"96",96,0,1,1,0,1
"97",97,1,0,0,0,0
"98",98,0,1,1,1,1
"99",99,0,1,1,1,0
"100",100,0,1,0,1,1
"101",101,0,1,1,1,0
"102",102,1,1,0,1,1
"103",103,1,1,1,1,1
"104",104,1,1,1,1,1
"105",105,0,1,1,1,1
"106",106,0,0,0,0,0
"107",107,1,1,1,1,1
"108",108,1,0,0,0,0
"109",109,0,1,1,1,1
"110",110,1,0,0,1,0
"111",111,0,1,1,1,1
"112",112,0,1,0,1,1
"113",113,0,1,1,0,0
"114",114,1,1,1,1,1
"115",115,0,0,0,0,0
"116",116,1,1,1,0,1
"117",117,1,1,0,1,1
"118",118,0,0,0,0,0
"119",119,1,1,1,0,1
"120",120,0,1,1,1,1
"121",121,0,1,0,1,1
"122",122,0,1,1,1,1
"123",123,0,1,1,1,1
"124",124,0,1,1,1,0
"125",125,1,0,0,0,0
"126",126,1,0,1,0,0
"127",127,0,1,0,1,1
"128",128,1,0,0,0,0
"129",129,0,1,1,1,1
"130",130,0,1,1,0,1
"131",131,0,1,1,1,1
"132",132,0,1,1,1,1
"133",133,1,0,0,0,0
"134",134,0,1,1,1,1
"135",135,1,0,0,0,0
"136",136,1,1,0,1,1
"137",137,0,1,0,1,1
"138",138,0,1,1,1,0
"139",139,1,1,1,1,1
"140",140,0,1,1,1,1
"141",141,0,0,0,0,0
"142",142,0,1,0,1,1
"143",143,1,1,1,1,1
"144",144,0,0,0,0,0
"145",145,0,1,1,1,0
"146",146,0,1,1,1,0
"147",147,1,0,1,0,0
"148",148,1,1,1,1,1
"149",149,0,0,0,0,0
"150",150,0,0,0,0,0
"151",151,0,1,1,1,1
"152",152,1,0,0,0,0
"153",153,1,0,0,0,0
"154",154,0,1,0,1,1
"155",155,1,1,0,1,1
"156",156,0,1,1,1,1
"157",157,0,1,1,1,1
"158",158,0,1,1,1,1
"159",159,0,1,1,1,1
"160",160,0,1,1,1,1
"161",161,1,0,0,0,0
"162",162,0,0,0,0,0
"163",163,1,0,0,0,1
"164",164,1,0,0,1,0
"165",165,1,1,1,1,1
"166",166,0,0,0,0,0
"167",167,1,1,1,0,1
"168",168,1,0,0,0,0
"169",169,0,1,1,1,1
"170",170,0,1,1,1,1
"171",171,0,1,1,1,1
"172",172,1,0,0,0,0
"173",173,1,1,1,1,0
"174",174,0,1,0,0,1
"175",175,1,1,1,1,1
"176",176,0,1,1,1,1
"177",177,0,1,1,1,1
"178",178,1,1,0,1,1
"179",179,0,1,1,1,1
"180",180,1,1,1,1,1
"181",181,0,1,0,1,0
"182",182,0,1,1,1,1
"183",183,1,0,0,0,0
"184",184,0,1,1,1,1
"185",185,1,0,0,1,0
"186",186,1,0,0,0,0
"187",187,1,0,0,0,0
"188",188,1,1,1,1,1
"189",189,0,1,1,1,1
"190",190,1,1,1,1,1
"191",191,1,1,1,1,1
"192",192,0,1,0,1,1
"193",193,0,1,0,1,1
"194",194,1,1,1,0,1
"195",195,0,1,1,1,1
"196",196,1,1,1,1,1
"197",197,0,1,0,0,1
"198",198,1,0,0,0,0
"199",199,1,1,1,1,1
"200",200,0,1,1,1,1
"201",201,1,0,0,0,0
"202",202,0,0,0,0,0
"203",203,0,1,0,1,0
"204",204,1,1,1,1,1
"205",205,0,1,1,1,1
"206",206,1,1,0,1,1
"207",207,1,1,1,1,1
"208",208,0,1,1,1,0
"209",209,0,1,1,1,0
"210",210,0,1,1,1,1
"211",211,0,1,1,1,0
"212",212,0,1,1,1,1
"213",213,1,1,1,0,1
"214",214,0,1,1,1,1
"215",215,1,1,1,1,1
"216",216,1,1,1,1,1
"217",217,0,1,1,1,1
"218",218,1,1,1,1,1
"219",219,0,1,1,1,1
"220",220,1,1,1,1,1
"221",221,1,1,1,1,1
"222",222,0,1,1,1,1
"223",223,1,1,1,1,1
"224",224,0,1,1,1,1
"225",225,1,1,1,1,1
"226",226,1,0,0,1,0
"227",227,0,1,1,1,1
"228",228,0,1,1,1,1
"229",229,1,1,1,1,1
"230",230,1,1,1,1,1
"231",231,0,1,1,1,1
"232",232,0,1,1,1,0
"233",233,0,1,1,1,1
"234",234,1,1,1,1,1
"235",235,0,1,0,1,1
"236",236,0,0,0,0,0
"237",237,1,1,1,1,1
"238",238,0,0,0,0,0
"239",239,0,1,1,1,1
"240",240,1,1,1,1,1
"241",241,1,1,0,1,1
"242",242,0,0,0,0,0
"243",243,0,1,1,1,1
"244",244,0,1,1,1,1
"245",245,0,1,1,1,1
"246",246,0,1,1,1,1
"247",247,1,1,1,1,1
"248",248,0,1,1,1,0
"249",249,0,1,1,0,1
"250",250,1,1,1,1,0
"251",251,1,0,1,0,0
"252",252,1,0,0,0,0
"253",253,0,1,1,1,1
"254",254,1,0,0,0,0
"255",255,1,1,1,1,1
"256",256,1,0,0,0,0
"257",257,0,1,1,1,1
"258",258,0,0,0,0,0
"259",259,0,1,0,1,1
"260",260,0,1,1,1,1
"261",261,1,1,1,1,1
"262",262,1,1,1,1,1
"263",263,1,1,0,0,1
"264",264,1,1,0,0,1
"265",265,0,1,0,1,1
"266",266,0,1,1,1,1
"267",267,0,1,1,1,1
"268",268,1,1,1,1,1
"269",269,1,0,0,0,0
"270",270,0,1,1,1,1
"271",271,1,1,1,1,1
"272",272,0,1,0,1,0
"273",273,0,1,1,1,1
"274",274,1,1,1,1,1
"275",275,0,1,1,1,1
"276",276,1,1,0,0,1
"277",277,0,1,1,1,1
"278",278,0,1,1,1,1
"279",279,0,1,1,1,1
"280",280,0,1,0,1,1
"281",281,1,1,1,1,1
"282",282,1,1,1,1,1
"283",283,0,1,0,1,1
"284",284,1,0,0,0,0
"285",285,1,0,0,0,0
"286",286,1,1,1,1,1
"287",287,0,1,1,1,1
"288",288,0,0,0,0,0
"289",289,1,1,1,1,1
"290",290,1,0,0,0,0
"291",291,0,1,1,0,1
"292",292,1,0,0,0,0
"293",293,1,1,1,1,1
"294",294,0,1,1,1,1
"295",295,0,1,1,1,1
"296",296,1,1,1,0,1
"297",297,1,1,1,1,1
"298",298,0,1,1,1,1
"299",299,1,1,1,1,1
"300",300,1,1,1,0,0
"301",301,1,1,0,1,1
"302",302,1,0,0,0,0
"303",303,1,1,0,1,1
"304",304,0,1,1,1,0
"305",305,1,0,0,0,0
"306",306,0,1,1,1,1
"307",307,0,1,1,1,1
"308",308,1,1,1,1,1
"309",309,1,1,1,1,1
"310",310,1,1,0,1,1
"311",311,0,1,1,1,1
"312",312,0,1,1,1,1
"313",313,0,1,1,1,1
"314",314,1,1,1,1,1
"315",315,1,0,0,0,0
"316",316,1,0,0,0,0
"317",317,0,1,1,1,1
"318",318,1,1,1,0,1
"319",319,0,0,0,0,0
"320",320,0,1,1,1,1
"321",321,0,1,1,1,1
"322",322,0,1,1,1,1
"323",323,0,1,1,1,1
"324",324,0,1,1,0,0
"325",325,0,1,0,1,1
"326",326,1,1,1,1,1
"327",327,1,0,0,0,0
"328",328,0,1,1,1,1
"329",329,1,0,0,0,0
"330",330,0,1,1,1,1
"331",331,1,1,1,0,1
"332",332,0,1,1,1,0
"333",333,1,0,0,1,0
"334",334,1,0,0,1,0
"335",335,1,1,1,1,1
"336",336,0,1,1,1,1
"337",337,0,1,1,1,0
"338",338,0,1,1,0,1
"339",339,0,1,1,1,1
"340",340,0,1,1,1,1
"341",341,1,1,1,1,1
"342",342,1,1,1,1,0
"343",343,0,1,1,1,1
"344",344,0,1,0,1,1
"345",345,0,1,0,1,1
"346",346,0,1,0,1,1
"347",347,1,1,1,1,1
"348",348,1,0,0,0,0
"349",349,0,0,1,0,0
"350",350,1,1,1,1,1
"351",351,1,0,0,0,0
"352",352,0,0,0,0,0
"353",353,1,0,0,0,0
"354",354,0,1,1,0,1
"355",355,0,1,0,1,1
"356",356,1,1,0,1,1
"357",357,1,1,0,1,1
"358",358,1,1,1,1,1
"359",359,0,1,1,1,1
"360",360,1,1,1,1,1
"361",361,1,1,1,1,1
"362",362,0,0,0,0,0
"363",363,0,1,0,1,1
"364",364,1,0,0,0,0
"365",365,0,1,1,1,0
"366",366,1,0,1,1,0
"367",367,0,1,1,1,1
"368",368,0,1,1,1,1
"369",369,1,1,0,1,1
"370",370,1,1,1,1,1
"371",371,1,1,1,0,1
"372",372,0,1,1,1,1
"373",373,1,0,1,0,0
"374",374,0,1,1,1,1
"375",375,1,1,0,1,1
"376",376,1,1,1,1,0
"377",377,1,1,0,1,1
"378",378,1,1,1,1,1
"379",379,1,1,1,1,1
"380",380,0,0,0,0,0
"381",381,1,0,0,0,0
"382",382,0,1,1,1,1
"383",383,0,1,1,0,1
"384",384,0,1,0,1,0
"385",385,1,0,0,0,0
"386",386,0,1,1,1,1
"387",387,1,1,1,0,1
"388",388,0,1,1,1,0
"389",389,0,1,1,0,1
"390",390,0,1,1,1,1
"391",391,0,1,1,1,1
"392",392,1,1,0,1,1
"393",393,1,0,0,0,0
"394",394,0,1,1,1,1
"395",395,0,1,1,1,1
"396",396,1,1,1,1,1
"397",397,0,1,1,1,0
"398",398,1,0,0,0,0
"399",399,1,1,1,1,1
"400",400,1,0,0,0,0
"401",401,1,0,0,0,0
"402",402,0,1,0,1,1
"403",403,0,1,1,1,1
"404",404,1,1,1,1,1
"405",405,1,1,1,1,1
"406",406,1,0,0,1,0
"407",407,0,1,1,1,1
"408",408,0,1,0,1,1
"409",409,0,1,0,1,1
"410",410,1,1,1,1,1
"411",411,0,1,1,1,1
"412",412,0,1,1,1,1
"413",413,0,1,0,0,0
"414",414,1,0,0,0,0
"415",415,0,1,1,1,1
"416",416,1,1,1,0,1
"417",417,1,1,1,1,1
"418",418,1,1,1,1,1
"419",419,1,0,0,0,0
"420",420,1,0,0,0,0
"421",421,0,1,1,1,1
"422",422,0,1,1,1,1
"423",423,1,1,1,1,1
"424",424,0,0,0,0,0
"425",425,0,1,1,1,0
"426",426,1,1,0,1,1
"427",427,0,1,1,1,1
"428",428,0,1,1,1,0
"429",429,0,1,1,1,0
"430",430,0,1,1,1,1
"431",431,1,1,1,1,1
"432",432,0,1,1,1,1
"433",433,1,1,1,1,1
"434",434,1,0,0,0,0
"435",435,0,1,1,1,1
"436",436,0,1,1,1,1
"437",437,1,1,1,1,1
"438",438,1,1,1,1,1
"439",439,0,1,1,1,1
"440",440,1,0,0,1,0
"441",441,0,1,1,1,0
"442",442,0,1,1,1,1
"443",443,0,1,0,1,1
"444",444,0,1,1,1,1
"445",445,0,1,0,1,1
"446",446,1,0,1,1,0
"447",447,0,1,0,1,1
"448",448,1,0,0,0,0
"449",449,1,1,1,1,1
"450",450,0,1,0,1,1
"451",451,1,1,1,1,1
"452",452,0,1,0,1,1
"453",453,0,1,1,1,1
"454",454,1,1,0,1,1
"455",455,1,1,0,1,1
"456",456,0,1,1,0,0
"457",457,1,1,1,1,1
"458",458,1,1,1,0,1
"459",459,0,1,0,1,1
"460",460,1,1,1,1,1
"461",461,0,1,1,1,1
"462",462,1,1,0,1,0
"463",463,1,1,1,1,1
"464",464,1,1,0,1,1
"465",465,0,1,1,0,1
"466",466,0,1,0,1,1
"467",467,0,1,1,1,1
"468",468,0,1,1,1,0
"469",469,0,1,1,1,0
"470",470,1,1,1,1,1
"471",471,0,1,1,1,1
"472",472,0,1,1,1,1
"473",473,1,1,1,1,1
"474",474,0,1,0,1,1
"475",475,1,1,1,1,1
"476",476,1,0,0,0,0
"477",477,1,0,0,0,0
"478",478,0,1,1,1,0
"479",479,0,1,1,1,1
"480",480,1,1,1,1,1
"481",481,0,1,1,1,1
"482",482,1,0,0,0,0
"483",483,0,1,1,0,1
"484",484,0,1,1,1,0
"485",485,1,0,0,0,0
"486",486,0,0,0,0,0
"487",487,1,1,1,1,1
"488",488,1,1,0,1,1
"489",489,1,1,1,1,1
"490",490,0,1,1,1,1
"491",491,0,1,1,1,1
"492",492,0,1,1,0,1
"493",493,0,1,1,1,1
"494",494,1,1,0,1,1
"495",495,0,1,1,1,0
"496",496,1,1,1,1,1
"497",497,0,1,1,1,1
"498",498,0,1,1,1,1
"499",499,1,0,0,0,0
"500",500,0,1,1,1,1
"501",501,0,1,1,1,1
"502",502,1,1,1,0,1
"503",503,0,1,1,1,1
"504",504,0,1,1,1,1
"505",505,0,1,1,1,0
"506",506,0,1,1,1,1
"507",507,1,1,1,1,1
"508",508,1,1,0,1,1
"509",509,1,1,1,1,1
"510",510,1,0,0,0,0
"511",511,0,1,1,1,1
"512",512,0,0,0,1,1
"513",513,1,0,0,0,0
"514",514,1,1,0,1,1
"515",515,1,1,1,0,1
"516",516,1,0,0,0,0
"517",517,1,1,1,0,1
"518",518,1,1,1,1,1
"519",519,0,1,1,1,1
"520",520,0,1,1,0,1
"521",521,1,1,1,1,0
"522",522,0,1,1,1,1
"523",523,0,1,1,1,1
"524",524,0,1,1,1,1
"525",525,0,1,1,1,1
"526",526,0,1,1,0,0
"527",527,1,1,1,1,1
"528",528,1,0,0,0,0
"529",529,1,1,1,1,1
"530",530,0,1,0,1,1
"531",531,0,1,1,1,0
"532",532,0,1,1,1,1
"533",533,0,1,1,1,1
"534",534,1,0,0,0,0
"535",535,0,1,1,1,0
"536",536,1,1,1,1,1
"537",537,0,1,1,1,1
"538",538,0,1,1,1,1
"539",539,0,1,0,1,1
"540",540,0,1,1,1,1
"541",541,0,1,1,1,1
"542",542,0,1,0,1,0
"543",543,0,1,1,1,1
"544",544,0,1,1,1,1
"545",545,0,1,0,1,0
"546",546,1,1,0,1,1
"547",547,1,1,1,1,1
"548",548,0,1,1,1,1
"549",549,1,1,1,1,1
"550",550,1,1,0,1,1
"551",551,0,1,0,1,1
"552",552,0,1,1,1,1
"553",553,1,1,1,1,1
"554",554,0,1,0,1,1
"555",555,0,1,1,1,1
"556",556,0,1,1,1,1
"557",557,1,1,1,1,1
"558",558,0,1,1,0,1
"559",559,1,1,0,0,1
"560",560,1,1,1,1,1
"561",561,1,1,0,1,1
"562",562,1,0,0,0,0
"563",563,0,0,0,0,0
"564",564,0,1,0,0,1
"565",565,1,1,1,1,1
