"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,1,1,1,1,1
"2",2,0,1,1,1,1
"3",3,1,1,1,1,1
"4",4,0,0,0,0,0
"5",5,1,1,1,0,1
"6",6,0,0,0,0,0
"7",7,1,1,1,1,1
"8",8,1,0,1,0,0
"9",9,1,1,1,0,1
"10",10,0,1,1,1,1
"11",11,0,1,1,1,1
"12",12,0,1,1,1,0
"13",13,1,1,1,1,1
"14",14,0,1,1,1,1
"15",15,0,1,1,1,1
"16",16,1,0,0,0,0
"17",17,0,1,1,1,1
"18",18,1,0,1,1,0
"19",19,0,1,1,0,0
"20",20,1,1,1,0,1
"21",21,1,1,1,0,1
"22",22,0,1,1,0,0
"23",23,1,1,1,1,1
"24",24,1,1,1,0,1
"25",25,0,1,1,1,1
"26",26,1,0,1,0,0
"27",27,1,1,1,1,1
"28",28,1,1,1,1,1
"29",29,0,1,1,1,1
"30",30,0,1,1,1,1
"31",31,1,0,1,0,0
"32",32,1,0,0,0,0
"33",33,0,1,1,1,1
"34",34,0,1,1,1,0
"35",35,1,1,1,1,1
"36",36,0,1,1,1,1
"37",37,0,1,1,1,1
"38",38,1,1,1,1,1
"39",39,1,1,0,1,1
"40",40,1,1,1,1,1
"41",41,0,1,1,1,0
"42",42,1,1,1,1,1
"43",43,0,1,1,1,1
"44",44,1,1,1,0,1
"45",45,0,0,1,0,0
"46",46,0,1,0,1,1
"47",47,0,1,1,1,1
"48",48,1,0,1,0,0
"49",49,0,1,1,1,0
"50",50,0,1,1,0,1
"51",51,1,1,1,1,1
"52",52,0,1,0,1,1
"53",53,1,1,0,1,1
"54",54,0,1,0,1,1
"55",55,1,1,0,1,1
"56",56,0,1,1,1,1
"57",57,0,1,1,1,1
"58",58,1,1,0,1,1
"59",59,0,1,0,0,1
"60",60,1,1,1,0,1
"61",61,1,1,0,1,1
"62",62,1,0,0,0,0
"63",63,1,1,1,1,1
"64",64,0,1,0,1,1
"65",65,1,0,0,0,0
"66",66,1,0,0,0,0
"67",67,1,1,0,1,1
"68",68,0,1,1,1,1
"69",69,0,1,1,1,1
"70",70,1,1,1,1,1
"71",71,0,1,1,0,1
"72",72,1,1,1,1,1
"73",73,0,0,0,0,0
"74",74,0,1,1,1,1
"75",75,1,0,1,0,0
"76",76,0,1,0,1,1
"77",77,1,1,1,1,1
"78",78,1,1,1,1,1
"79",79,0,1,1,0,1
"80",80,0,1,1,1,0
"81",81,0,1,1,1,1
"82",82,1,0,0,0,0
"83",83,0,1,0,1,1
"84",84,0,1,1,1,0
"85",85,0,1,1,1,1
"86",86,0,1,0,1,1
"87",87,1,0,0,0,0
"88",88,0,1,1,1,1
"89",89,0,1,1,1,1
"90",90,1,1,0,1,1
"91",91,0,1,1,1,1
"92",92,1,0,0,0,0
"93",93,0,1,1,1,1
"94",94,1,1,1,0,1
"95",95,1,0,0,0,0
"96",96,0,1,0,1,1
"97",97,0,0,0,0,0
"98",98,1,1,1,1,1
"99",99,1,1,1,1,1
"100",100,1,0,0,0,0
"101",101,0,1,1,1,0
"102",102,0,1,1,1,1
"103",103,1,1,1,1,1
"104",104,1,1,1,1,1
"105",105,0,1,0,1,1
"106",106,1,0,0,0,0
"107",107,0,0,0,0,0
"108",108,1,1,1,1,1
"109",109,1,1,1,1,1
"110",110,0,1,1,1,1
"111",111,1,0,0,0,0
"112",112,0,1,1,0,1
"113",113,0,1,0,0,1
"114",114,1,0,0,0,0
"115",115,1,0,0,0,0
"116",116,1,0,0,0,0
"117",117,0,1,1,1,1
"118",118,0,1,1,1,1
"119",119,1,1,1,1,1
"120",120,1,1,1,1,1
"121",121,0,0,1,0,0
