"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,1,0,0,0,0
"2",2,1,1,0,1,1
"3",3,1,0,0,0,0
"4",4,0,1,1,1,1
"5",5,1,1,1,1,1
"6",6,1,1,1,1,1
"7",7,1,0,0,0,0
"8",8,1,1,1,1,1
"9",9,1,1,1,1,1
"10",10,1,0,0,0,0
"11",11,1,1,1,1,1
"12",12,1,0,0,0,0
"13",13,1,1,1,1,1
"14",14,0,1,1,1,1
"15",15,0,1,0,0,1
"16",16,1,1,1,1,1
"17",17,1,1,0,1,1
"18",18,0,1,1,1,1
"19",19,1,1,1,1,1
"20",20,0,1,1,1,1
"21",21,0,1,1,1,1
"22",22,0,1,1,1,0
"23",23,0,1,1,1,1
"24",24,1,1,1,1,1
"25",25,1,1,1,1,1
"26",26,0,0,0,0,0
"27",27,0,1,0,1,1
"28",28,0,1,0,1,0
"29",29,1,1,1,1,1
"30",30,0,1,1,1,1
"31",31,0,1,1,1,1
"32",32,1,1,1,1,1
"33",33,0,1,1,1,0
"34",34,0,1,0,1,1
"35",35,1,1,1,1,1
"36",36,1,1,1,1,1
"37",37,1,1,1,1,1
"38",38,1,1,1,1,1
"39",39,0,1,1,0,0
"40",40,1,1,1,1,1
"41",41,1,1,1,1,1
"42",42,0,1,1,1,1
"43",43,0,1,1,1,1
"44",44,1,1,1,1,1
"45",45,0,1,1,1,1
"46",46,1,1,0,0,1
"47",47,1,1,1,1,1
"48",48,1,0,0,0,0
"49",49,0,1,1,1,1
"50",50,0,1,1,1,1
"51",51,0,1,1,1,1
"52",52,0,1,1,1,1
"53",53,1,0,1,0,0
"54",54,1,1,0,1,1
"55",55,0,1,1,1,1
"56",56,1,0,0,0,0
"57",57,1,0,0,0,0
"58",58,0,1,0,1,1
"59",59,1,0,0,0,0
"60",60,0,0,1,0,0
"61",61,0,1,0,0,0
"62",62,1,0,0,0,0
"63",63,1,0,0,0,0
"64",64,0,1,1,0,0
"65",65,0,1,1,1,0
"66",66,0,1,1,1,1
"67",67,1,1,1,1,0
"68",68,0,1,0,1,1
"69",69,1,1,1,1,1
"70",70,1,1,1,1,1
"71",71,1,0,0,0,0
"72",72,0,0,0,0,0
"73",73,0,1,0,1,1
"74",74,0,1,1,1,1
"75",75,1,0,0,0,0
"76",76,0,1,1,0,1
"77",77,0,1,1,1,1
"78",78,0,1,1,1,1
"79",79,1,1,1,1,1
"80",80,0,1,1,1,1
"81",81,0,1,1,1,0
"82",82,1,1,1,1,1
"83",83,1,1,0,1,1
"84",84,1,0,0,0,0
"85",85,0,1,1,1,1
"86",86,1,0,0,0,0
"87",87,1,1,1,1,1
"88",88,1,0,0,0,0
"89",89,0,1,1,1,1
"90",90,1,1,1,1,1
"91",91,0,1,1,1,0
"92",92,0,1,1,1,1
"93",93,0,1,1,1,1
"94",94,1,1,0,0,1
"95",95,1,1,1,1,1
"96",96,0,0,0,0,0
"97",97,0,1,0,1,1
"98",98,1,1,0,0,1
"99",99,0,0,0,0,0
"100",100,0,1,1,1,1
"101",101,1,1,1,0,1
"102",102,1,1,1,0,1
"103",103,1,1,0,1,1
"104",104,0,1,1,1,1
"105",105,1,1,1,1,1
"106",106,1,0,0,0,0
"107",107,1,1,1,1,1
"108",108,0,1,0,1,1
"109",109,1,0,0,0,0
"110",110,0,1,1,1,0
"111",111,1,1,1,1,1
"112",112,0,1,0,1,1
"113",113,0,1,1,1,1
"114",114,0,1,1,1,1
"115",115,1,0,0,0,0
"116",116,0,0,0,0,0
"117",117,1,1,1,1,1
"118",118,0,1,1,1,1
"119",119,1,0,0,0,0
"120",120,0,1,1,1,0
"121",121,1,1,1,1,1
"122",122,1,1,1,1,1
"123",123,0,1,1,1,1
"124",124,0,1,1,1,1
"125",125,0,1,1,1,1
"126",126,1,1,0,1,1
"127",127,1,1,1,1,1
"128",128,0,1,0,1,1
"129",129,0,1,0,1,1
"130",130,0,1,1,1,1
"131",131,0,1,1,1,1
"132",132,0,1,1,1,1
"133",133,1,1,0,1,1
"134",134,1,1,1,1,1
"135",135,0,1,1,1,0
"136",136,0,1,1,1,1
"137",137,1,0,0,0,0
"138",138,0,1,0,1,1
"139",139,1,1,1,1,1
"140",140,1,0,0,0,0
"141",141,1,1,1,1,1
"142",142,0,1,1,1,0
"143",143,0,1,1,1,0
"144",144,1,1,0,1,1
"145",145,1,1,1,1,1
"146",146,1,1,1,1,1
"147",147,0,0,0,0,1
"148",148,0,1,1,0,1
"149",149,0,1,1,1,1
"150",150,1,1,1,1,1
"151",151,0,1,1,1,1
"152",152,1,1,0,1,1
"153",153,0,1,1,1,1
"154",154,0,1,1,1,1
"155",155,0,1,1,1,1
"156",156,0,1,1,1,0
"157",157,1,1,1,1,1
"158",158,0,1,0,0,0
"159",159,1,1,1,0,1
"160",160,0,1,1,1,1
"161",161,1,1,1,1,1
"162",162,0,1,1,1,1
"163",163,0,1,0,1,1
"164",164,1,1,1,1,1
"165",165,1,0,0,0,0
"166",166,0,1,1,1,1
"167",167,1,1,1,1,1
"168",168,0,1,1,1,1
"169",169,0,1,1,1,1
"170",170,1,0,0,0,0
"171",171,0,1,1,1,1
"172",172,0,1,1,1,1
"173",173,0,1,0,1,1
"174",174,0,1,0,1,1
"175",175,0,1,0,0,1
"176",176,0,1,0,1,0
"177",177,1,1,1,1,1
"178",178,1,1,1,0,1
"179",179,1,1,1,1,1
"180",180,0,1,1,1,0
"181",181,1,1,1,1,1
"182",182,1,1,0,1,1
"183",183,0,1,0,1,1
"184",184,0,1,0,1,1
"185",185,0,1,1,1,0
"186",186,1,1,1,1,1
"187",187,0,1,1,1,1
"188",188,1,1,1,1,1
"189",189,0,1,1,1,1
"190",190,0,1,1,1,1
"191",191,0,1,1,1,1
"192",192,0,1,1,1,1
"193",193,0,1,1,1,1
"194",194,1,1,1,1,1
"195",195,1,1,1,1,1
"196",196,0,1,1,1,1
"197",197,1,1,1,0,1
"198",198,0,1,0,1,1
"199",199,1,0,0,0,0
"200",200,1,1,0,1,1
"201",201,0,1,1,1,1
"202",202,1,0,0,0,0
"203",203,0,1,1,1,1
"204",204,0,1,1,1,1
"205",205,0,1,1,1,1
"206",206,0,1,1,1,1
"207",207,1,1,1,1,1
"208",208,0,1,1,1,1
"209",209,1,1,1,1,1
"210",210,0,1,0,1,0
"211",211,1,1,1,1,1
"212",212,1,1,1,0,1
"213",213,1,0,0,0,0
"214",214,1,1,1,1,1
"215",215,1,0,0,0,0
"216",216,0,1,1,1,1
"217",217,0,1,1,1,1
"218",218,1,1,1,1,1
"219",219,0,1,0,1,0
"220",220,1,1,1,1,1
"221",221,0,1,1,1,1
"222",222,0,1,0,1,1
"223",223,1,1,1,1,1
"224",224,1,1,1,1,1
"225",225,0,1,1,1,1
"226",226,0,1,1,1,1
"227",227,0,1,1,1,0
"228",228,0,1,1,1,1
"229",229,1,1,1,1,1
"230",230,1,1,1,1,1
"231",231,0,1,0,1,1
"232",232,1,0,0,0,0
"233",233,1,1,1,1,1
"234",234,0,1,1,1,1
"235",235,1,0,0,0,0
"236",236,0,1,1,1,1
"237",237,1,0,0,0,0
"238",238,1,0,0,0,0
"239",239,1,1,1,1,1
"240",240,0,1,0,0,1
"241",241,1,0,0,0,0
"242",242,0,1,0,1,0
"243",243,1,1,1,1,1
"244",244,0,1,1,1,1
"245",245,1,1,0,1,1
"246",246,1,1,0,0,1
"247",247,0,1,0,1,1
"248",248,0,0,0,0,0
"249",249,0,1,1,1,1
"250",250,0,1,1,0,1
"251",251,1,0,0,0,0
"252",252,1,1,0,1,1
"253",253,1,1,0,1,1
"254",254,0,1,1,1,1
"255",255,1,1,1,1,1
"256",256,1,1,1,1,1
"257",257,0,1,1,1,1
"258",258,1,1,1,1,1
"259",259,0,1,1,1,0
"260",260,1,0,0,0,0
"261",261,1,1,1,1,1
"262",262,1,1,0,1,1
"263",263,0,1,0,0,0
"264",264,0,1,1,0,1
"265",265,0,1,1,1,1
"266",266,1,1,1,1,1
"267",267,0,1,1,1,1
"268",268,0,1,1,1,1
"269",269,1,0,0,0,0
"270",270,1,1,0,1,1
"271",271,0,1,1,1,1
"272",272,1,1,1,1,1
"273",273,1,1,1,1,1
"274",274,1,1,1,1,1
"275",275,1,1,1,1,1
"276",276,0,1,0,0,1
"277",277,0,1,1,1,1
"278",278,1,1,1,1,1
"279",279,1,1,0,1,1
"280",280,1,1,1,1,1
"281",281,1,0,0,0,0
"282",282,1,1,0,1,1
"283",283,1,1,1,1,1
"284",284,1,1,1,1,1
"285",285,1,1,1,1,1
"286",286,0,1,1,1,0
"287",287,1,1,1,1,1
"288",288,0,1,1,1,1
"289",289,1,1,1,1,1
"290",290,0,1,1,1,0
"291",291,0,1,1,1,1
"292",292,0,1,1,0,1
"293",293,0,1,0,1,1
"294",294,0,1,0,1,1
"295",295,0,1,1,1,1
"296",296,0,1,1,1,1
"297",297,0,0,0,0,1
"298",298,0,1,1,1,1
"299",299,0,1,1,1,1
"300",300,1,1,1,1,1
"301",301,0,1,1,1,1
"302",302,1,0,0,0,0
"303",303,1,0,0,0,0
"304",304,0,1,1,1,1
"305",305,1,1,1,1,1
"306",306,1,1,0,1,1
"307",307,1,1,0,1,1
"308",308,0,1,0,1,1
"309",309,0,1,0,1,1
"310",310,1,0,0,0,0
"311",311,1,1,0,0,1
"312",312,1,0,0,0,0
"313",313,0,0,0,0,0
"314",314,0,1,1,1,1
"315",315,1,1,1,1,1
"316",316,1,1,1,1,1
"317",317,0,1,1,1,1
"318",318,1,0,0,1,0
"319",319,1,0,1,0,0
"320",320,0,1,1,1,0
"321",321,0,1,0,1,1
"322",322,0,1,0,1,1
"323",323,0,1,0,1,1
"324",324,0,1,1,1,0
"325",325,1,0,0,0,0
"326",326,0,1,1,1,1
"327",327,1,1,1,1,1
