"","id","is_male","repaid","curr_test","new_test_1","new_test_2"
"1",1,1,0,0,0,0
"2",2,0,1,1,1,1
"3",3,1,1,0,1,1
"4",4,0,1,1,1,1
"5",5,0,1,1,1,1
"6",6,0,1,0,1,1
"7",7,0,1,0,1,1
"8",8,1,1,1,1,1
"9",9,1,1,1,1,1
"10",10,0,0,0,0,0
"11",11,0,0,0,0,0
"12",12,1,0,0,0,0
"13",13,0,1,1,1,1
"14",14,0,1,1,1,1
"15",15,1,1,1,1,1
"16",16,0,1,1,1,1
"17",17,0,1,1,1,1
"18",18,1,0,1,0,0
"19",19,1,0,0,0,0
"20",20,0,1,1,1,1
"21",21,1,0,0,0,0
"22",22,1,1,1,1,1
"23",23,0,1,1,1,1
"24",24,1,0,0,0,0
"25",25,1,1,1,1,1
"26",26,1,1,1,1,1
"27",27,0,1,1,1,1
"28",28,0,1,1,1,1
"29",29,0,1,1,1,1
"30",30,0,1,1,1,0
"31",31,1,1,0,1,1
"32",32,0,1,1,1,1
"33",33,0,0,0,1,0
"34",34,0,1,1,0,1
"35",35,0,1,1,1,1
"36",36,0,1,1,0,1
"37",37,1,0,0,0,0
"38",38,0,1,1,1,1
"39",39,1,1,0,1,1
"40",40,1,0,0,0,0
"41",41,0,1,1,1,1
"42",42,1,1,1,1,1
"43",43,1,1,1,1,1
"44",44,1,1,1,1,1
"45",45,0,1,1,1,1
"46",46,1,1,1,1,1
"47",47,0,1,1,1,1
"48",48,1,0,0,0,0
"49",49,0,0,0,0,0
"50",50,1,1,1,1,1
"51",51,1,1,1,1,1
"52",52,0,1,0,1,1
"53",53,1,1,0,1,0
"54",54,1,1,1,1,1
"55",55,1,0,0,0,0
"56",56,1,1,1,1,1
"57",57,1,1,1,1,1
"58",58,0,1,1,1,1
"59",59,0,0,1,0,0
"60",60,1,1,0,1,1
"61",61,1,1,1,1,1
"62",62,0,1,1,1,1
"63",63,0,1,1,1,1
"64",64,0,1,1,1,1
"65",65,0,1,1,1,1
"66",66,0,1,1,1,1
"67",67,1,1,1,1,1
"68",68,1,1,0,1,1
"69",69,1,1,0,1,1
"70",70,1,1,1,1,1
"71",71,1,1,1,1,1
"72",72,0,1,1,1,1
"73",73,0,1,1,1,1
"74",74,0,1,1,0,1
"75",75,0,1,1,0,1
"76",76,0,1,0,1,0
"77",77,1,0,0,1,0
